unique_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
558174,Nallo (Earth-616),\/Nallo_(Earth-616),Public Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,2,Jul-03,2003
319404,Oliver Ryland (Earth-616),\/Oliver_Ryland_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,May-03,2003
737212,Oscar (Earth-616),\/Oscar_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Jul-03,2003
26397,Peppermint Candey (Earth-616),\/Peppermint_Candey_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Dec-03,2003
13225,Preston Allen (Earth-616),\/Preston_Allen_(Earth-616),Secret Identity,Bad Characters,White Eyes,Blue Hair,Male Characters,,Deceased Characters,2,Oct-03,2003
499395,Wendy Taylor (Earth-616),\/Wendy_Taylor_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Mar-03,2003
16634,Zach Halliwell (Earth-616),\/Zach_Halliwell_(Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-03,2003
18453,Aguinaga (Earth-616),\/Aguinaga_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,2,Jan-04,2004
259774,Anthony Bronson (Earth-616),\/Anthony_Bronson_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Apr-04,2004
25615,Arturo Falcone (Earth-616),\/Arturo_Falcone_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-04,2004
42364,Aurelie Sabayon (Earth-616),\/Aurelie_Sabayon_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,Jul-04,2004
284206,Black Knight (Servant) (Earth-616),\/Black_Knight_(Servant)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,May-04,2004
299011,Carl (Mutant) (Earth-616),\/Carl_(Mutant)_(Earth-616),Secret Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,2,Dec-04,2004
687245,Dana Hutton (Earth-616),\/Dana_Hutton_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Sep-04,2004
21498,Don Parisi (Earth-616),\/Don_Parisi_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Dec-04,2004
482691,Gerard Cooper (Earth-616),\/Gerard_Cooper_(Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Living Characters,2,Jul-04,2004
392442,Grace Foley (Earth-616),\/Grace_Foley_(Earth-616),,Neutral Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,2,Jan-04,2004
531169,Gunther Herschein (Earth-616),\/Gunther_Herschein_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,2,May-04,2004
392444,Howard Foley (Earth-616),\/Howard_Foley_(Earth-616),,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,2,Jan-04,2004
86053,Jack White (Earth-616),\/Jack_White_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,2,Feb-04,2004
299010,Jade Parisi (Earth-616),\/Jade_Parisi_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,Dec-04,2004
242213,Jerry Halliwell (Earth-616),\/Jerry_Halliwell_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,2,Dec-04,2004
556092,Killshot (Earth-616),\/Killshot_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,2,Feb-04,2004
93240,Laurent Levessaur (Earth-616),\/Laurent_Levessaur_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,Nov-04,2004
687389,Matt Falcone (Earth-616),\/Matt_Falcone_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-04,2004
467842,Mr. Borkowski (Earth-616),\/Mr._Borkowski_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Jan-04,2004
467843,Mrs. Borkowski (Earth-616),\/Mrs._Borkowski_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Jan-04,2004
468281,Mrs. Caban (Earth-616),\/Mrs._Caban_(Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Jul-04,2004
16764,Musclehead (Earth-616),\/Musclehead_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Male Characters,,Living Characters,2,Feb-04,2004
454678,Owen (Earth-616),\/Owen_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Oct-04,2004
16873,Paradise (Earth-616),\/Paradise_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,Feb-04,2004
482697,Patrick Nesbitt (Earth-616),\/Patrick_Nesbitt_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Jul-04,2004
482695,Pedro de Noli (Earth-616),\/Pedro_de_Noli_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,2,Jul-04,2004
16867,Posterboy (Earth-616),\/Posterboy_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,2,Feb-04,2004
687388,Primo Falcone (Earth-616),\/Primo_Falcone_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-04,2004
124814,Purge (The Arena) (Earth-616),\/Purge_(The_Arena)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Feb-04,2004
24638,Rattatosk (Earth-616),\/Rattatosk_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Oct-04,2004
482688,Robin Wise (Earth-616),\/Robin_Wise_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Jul-04,2004
18454,Rosalinda Aguilar (Earth-616),\/Rosalinda_Aguilar_(Earth-616),Public Identity,,,,Female Characters,,Living Characters,2,Mar-04,2004
687383,Sam Klein (Earth-616),\/Sam_Klein_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2,Jul-04,2004
482699,Shaun Kennedy (Earth-616),\/Shaun_Kennedy_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Jul-04,2004
16972,Silkworm (The Arena) (Earth-616),\/Silkworm_(The_Arena)_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,2,Feb-04,2004
554008,Simon Sanderson (Earth-616),\/Simon_Sanderson_(Earth-616),Public Identity,,,Grey Hair,Male Characters,,Living Characters,2,Oct-04,2004
34980,Spencer Bronson (Earth-616),\/Spencer_Bronson_(Earth-616),,Bad Characters,Multiple Eyes,,Male Characters,,Living Characters,2,Apr-04,2004
697361,Stefanya Melnikova (Earth-616),\/Stefanya_Melnikova_(Earth-616),Secret Identity,Neutral Characters,,,Female Characters,,Deceased Characters,2,Nov-04,2004
687403,Stella (Washington Heights) (Earth-616),\/Stella_(Washington_Heights)_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,2,Oct-04,2004
555288,Tanya (Earth-616),\/Tanya_(Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,,Living Characters,2,Sep-04,2004
687400,Tony (Washington Heights) (Earth-616),\/Tony_(Washington_Heights)_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Oct-04,2004
555291,Viktor (Earth-616),\/Viktor_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2,Aug-04,2004
43103,Alecto (Inhuman) (Earth-616),\/Alecto_(Inhuman)_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,2,Aug-05,2005
242094,Andrea Hobbes (Earth-616),\/Andrea_Hobbes_(Earth-616),,Neutral Characters,,,Female Characters,,Living Characters,2,Mar-05,2005
557492,Betty Sumitro (Earth-616),\/Betty_Sumitro_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,2,Jun-05,2005
697362,Black Widow (Russian Agent) (Earth-616),\/Black_Widow_(Russian_Agent)_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Deceased Characters,2,Jan-05,2005
471822,Boy (Earth-616),\/Boy_(Earth-616),Public Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,2,May-05,2005
21421,Buzz McMahon (Earth-616),\/Buzz_McMahon_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,2,Dec-05,2005
279960,Carrie (District X) (Earth-616),\/Carrie_(District_X)_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,2,Jan-05,2005
557592,Cinglet (Earth-616),\/Cinglet_(Earth-616),,,Red Eyes,,,,Living Characters,2,Dec-05,2005
667031,Cuddle-Face (Earth-616),\/Cuddle-Face_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,,,Living Characters,2,Dec-05,2005
350267,Derek Bishop (Earth-616),\/Derek_Bishop_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,May-05,2005
21611,Devron (Earth-616),\/Devron_(Earth-616),,Neutral Characters,,,,,Living Characters,2,Dec-05,2005
19287,Dominicus Pierce (Earth-616),\/Dominicus_Pierce_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,2,Apr-05,2005
400738,Elizabeth Keller (Earth-616),\/Elizabeth_Keller_(Earth-616),,,Blue Eyes,Black Hair,Female Characters,,Living Characters,2,Jul-05,2005
119810,Eugene Walker (Earth-616),\/Eugene_Walker_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2,Jul-05,2005
95223,General Umbaja (Earth-616),\/General_Umbaja_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Jun-05,2005
697367,Grigor Ivanovich Pchelintsov (Earth-616),\/Grigor_Ivanovich_Pchelintsov_(Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,2,Feb-05,2005
557583,Harlan Stone (Earth-616),\/Harlan_Stone_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Dec-05,2005
557490,Inger Rinefeld (Earth-616),\/Inger_Rinefeld_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Oct-05,2005
689291,Juito (Earth-616),\/Juito_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,2,Feb-05,2005
719765,Kenneth Anderson (Earth-616),\/Kenneth_Anderson_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Apr-05,2005
491162,Kimberly Vesco (Earth-616),\/Kimberly_Vesco_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,May-05,2005
24637,Lerad (Earth-616),\/Lerad_(Earth-616),Public Identity,Neutral Characters,Green Eyes,,,,Living Characters,2,Nov-05,2005
697493,Lyudmila Antonovna Kudrin (Earth-616),\/Lyudmila_Antonovna_Kudrin_(Earth-616),Public Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,2,Mar-05,2005
557582,Meg Langtry (Earth-616),\/Meg_Langtry_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Dec-05,2005
279963,Ned Campbell (Earth-616),\/Ned_Campbell_(Earth-616),Public Identity,,,,Male Characters,Homosexual Characters,Deceased Characters,2,Jan-05,2005
607863,Nelson Mandela (Earth-616),\/Nelson_Mandela_(Earth-616),No Dual Identity,Good Characters,,White Hair,Male Characters,,Living Characters,2,Jun-05,2005
557586,Padre (Earth-616),\/Padre_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,2,Dec-05,2005
558187,Reyno (Earth-616),\/Reyno_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Aug-05,2005
557587,Rose Red (Earth-616),\/Rose_Red_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,Dec-05,2005
242099,Sashenka Popova (Earth-616),\/Sashenka_Popova_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,2,Jan-05,2005
557584,Six-Gun Kid (Earth-616),\/Six-Gun_Kid_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Dec-05,2005
557588,Smith (Renegades) (Earth-616),\/Smith_(Renegades)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Dec-05,2005
719762,Stan Finley (Earth-616),\/Stan_Finley_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Apr-05,2005
641312,Stone (Assassins Guild) (Earth-616),\/Stone_(Assassins_Guild)_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,2,Jan-05,2005
557589,Suicide King (Earth-616),\/Suicide_King_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,Dec-05,2005
350260,Susan Bishop (Earth-616),\/Susan_Bishop_(Earth-616),,Neutral Characters,,Black Hair,Female Characters,,Living Characters,2,Apr-05,2005
95219,Taniqa Umbaja (Earth-616),\/Taniqa_Umbaja_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,2,Jun-05,2005
242093,Walker Hobbes (Earth-616),\/Walker_Hobbes_(Earth-616),Public Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,2,Mar-05,2005
83233,William Bates (Earth-616),\/William_Bates_(Earth-616),Public Identity,Neutral Characters,,Blond Hair,Male Characters,,Deceased Characters,2,Jul-05,2005
400731,William Keller (Earth-616),\/William_Keller_(Earth-616),,,Blue Eyes,Grey Hair,Male Characters,,Living Characters,2,Jul-05,2005
557593,Xennon (Earth-616),\/Xennon_(Earth-616),,,Red Eyes,,,,Living Characters,2,Dec-05,2005
547060,Abbess Horror (Earth-616),\/Abbess_Horror_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,2,Dec-06,2006
32268,Adam Austin (Earth-616),\/Adam_Austin_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Aug-06,2006
547510,Albasini (Earth-616),\/Albasini_(Earth-616),,Bad Characters,,Bald,Male Characters,,Deceased Characters,2,Mar-06,2006
268928,Ame-No-Mi-Kumari (Earth-616),\/Ame-No-Mi-Kumari_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,2,Jul-06,2006
29668,Amina Synge (Earth-616),\/Amina_Synge_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,2,Aug-06,2006
117362,Antonio (Earth-616),\/Antonio_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2,Mar-06,2006
400072,Bekka Wallis (Earth-616),\/Bekka_Wallis_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,2,Jan-06,2006
48277,Bishamon (Earth-616),\/Bishamon_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,2,Jul-06,2006
430611,Blacklash (Thunderbolts) (Earth-616),\/Blacklash_(Thunderbolts)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Sep-06,2006
300851,Cee (Earth-616),\/Cee_(Earth-616),,Neutral Characters,,,Male Characters,,Deceased Characters,2,Aug-06,2006
722166,Charr (Earth-616),\/Charr_(Earth-616),Public Identity,,Red Eyes,Bald,Male Characters,,Deceased Characters,2,Sep-06,2006
271953,Chris McCarthy (Earth-616),\/Chris_McCarthy_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,2,Dec-06,2006
668895,David Beiderbecke (Earth-616),\/David_Beiderbecke_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,2,Nov-06,2006
323948,David Munroe II (Earth-616),\/David_Munroe_II_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Jul-06,2006
42366,Doug and Jerry (Earth-616),\/Doug_and_Jerry_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Feb-06,2006
24573,El Dorado (Earth-616),\/El_Dorado_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,May-06,2006
565623,Espia (Earth-616),\/Espia_(Earth-616),Secret Identity,,,,,,Living Characters,2,Nov-06,2006
244319,Extermina (Earth-616),\/Extermina_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,2,Oct-06,2006
601531,Fin Fang Foom (Clone) (Earth-616),\/Fin_Fang_Foom_(Clone)_(Earth-616),,Bad Characters,Yellow Eyes,,Male Characters,,Deceased Characters,2,Mar-06,2006
60200,Fred Harriman (Earth-616),\/Fred_Harriman_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,2,Jan-06,2006
420861,Gary Quinn (Earth-616),\/Gary_Quinn_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,Aug-06,2006
655022,Ginny Baker (Earth-616),\/Ginny_Baker_(Earth-616),Public Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,2,Feb-06,2006
29125,Godfrey Calthrop (Earth-616),\/Godfrey_Calthrop_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,Aug-06,2006
109488,Henry Cavanaugh (Earth-616),\/Henry_Cavanaugh_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Sep-06,2006
20277,Hubie Edge (Earth-616),\/Hubie_Edge_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,2,Jan-06,2006
35341,Jack Croft (Earth-616),\/Jack_Croft_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,2,Mar-06,2006
446696,James Madrox (S.H.I.E.L.D. Agent) (Earth-616),\/James_Madrox_(S.H.I.E.L.D._Agent)_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,2,Aug-06,2006
20273,John Mairs (Earth-616),\/John_Mairs_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Jan-06,2006
48276,Kaminari (goddess) (Earth-616),\/Kaminari_(goddess)_(Earth-616),,Good Characters,,White Hair,Female Characters,,Living Characters,2,Jul-06,2006
505871,Karen Mason (Earth-616),\/Karen_Mason_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Sep-06,2006
505869,Keith Dixon (Earth-616),\/Keith_Dixon_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Sep-06,2006
117351,Ken Floyd (Earth-616),\/Ken_Floyd_(Earth-616),,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,2,Mar-06,2006
744248,Kravo (Earth-616),\/Kravo_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,2,Feb-06,2006
248908,Kurt Duryea (Earth-616),\/Kurt_Duryea_(Earth-616),,,,,Male Characters,,Living Characters,2,Sep-06,2006
83871,Latonya Jefferson (Earth-616),\/Latonya_Jefferson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,2,Jan-06,2006
510007,Lavin Skee (Earth-616),\/Lavin_Skee_(Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Deceased Characters,2,May-06,2006
509835,Mung (Earth-616),\/Mung_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,2,Apr-06,2006
29667,Ned Horrocks (Earth-616),\/Ned_Horrocks_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,2,Aug-06,2006
121317,Pyo (Earth-616),\/Pyo_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Deceased Characters,2,May-06,2006
474822,Rachel Santiago (Earth-616),\/Rachel_Santiago_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,2,Feb-06,2006
722150,Ronan Kaifi (Earth-616),\/Ronan_Kaifi_(Earth-616),Public Identity,,Red Eyes,,Male Characters,,Deceased Characters,2,May-06,2006
32561,Rorkannu (Earth-616),\/Rorkannu_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,2,Sep-06,2006
30927,Sarnogg (Earth-616),\/Sarnogg_(Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,2,Jun-06,2006
344318,Sentinel X (Earth-616),\/Sentinel_X_(Earth-616),Secret Identity,Good Characters,,,,,Living Characters,2,Oct-06,2006
264444,Setanta (Earth-616),\/Setanta_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Jan-06,2006
323935,Shetani (Earth-616),\/Shetani_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,2,Sep-06,2006
19677,Susan Svenson (Earth-616),\/Susan_Svenson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Jan-06,2006
36107,Thomas Eliot (Earth-616),\/Thomas_Eliot_(Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,2,Aug-06,2006
20271,Tim Hacker (Earth-616),\/Tim_Hacker_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,2,Jan-06,2006
26813,Tullk Ul-Zyn (Earth-616),\/Tullk_Ul-Zyn_(Earth-616),,,Blue Eyes,No Hair,Male Characters,,Deceased Characters,2,Jun-06,2006
20753,Violet Sanchez (Earth-616),\/Violet_Sanchez_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Mar-06,2006
430612,Whiplash (Thunderbolts) (Earth-616),\/Whiplash_(Thunderbolts)_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,Sep-06,2006
477012,Zack Zimmerman (Earth-616),\/Zack_Zimmerman_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,2,Sep-06,2006
288867,Banara (Earth-616),\/Banara_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,2,Aug-07,2007
691466,Bannerman Brown (Earth-616),\/Bannerman_Brown_(Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Deceased Characters,2,Apr-07,2007
691469,Bannerman Green (Earth-616),\/Bannerman_Green_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,2,Apr-07,2007
521962,Bei Bang-Wen (Earth-616),\/Bei_Bang-Wen_(Earth-616),,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,2,Mar-07,2007
68965,Carlos Carvalho (Earth-616),\/Carlos_Carvalho_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,2,Sep-07,2007
565894,Chan-Dar (Earth-616),\/Chan-Dar_(Earth-616),Public Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,2,Sep-07,2007
722970,Charlie (Prison Guard) (Earth-616),\/Charlie_(Prison_Guard)_(Earth-616),Public Identity,,Blue Eyes,,Male Characters,,Living Characters,2,May-07,2007
288878,Cirin (Earth-616),\/Cirin_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,2,Nov-07,2007
42785,Comte de Nuit (Earth-616),\/Comte_de_Nuit_(Earth-616),Secret Identity,Good Characters,Blue Eyes,,Male Characters,,Living Characters,2,Feb-07,2007
577896,Crane Mother (Earth-616),\/Crane_Mother_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,2,May-07,2007
666129,Creeper (Earth-616),\/Creeper_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,2,Jun-07,2007
550080,Crimson Dynamo XI (Earth-616),\/Crimson_Dynamo_XI_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,Oct-07,2007
605108,Daisy (Villain) (Earth-616),\/Daisy_(Villain)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,2,Jun-07,2007
338537,Daniel Maddox (Earth-616),\/Daniel_Maddox_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,2,Apr-07,2007
724598,Darius Faraz (Earth-616),\/Darius_Faraz_(Earth-616),,,,Bald,Male Characters,,Living Characters,2,May-07,2007
554994,Derek Petrie (Earth-616),\/Derek_Petrie_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Nov-07,2007
191507,Eugene Patilio (Skrull) (Earth-616),\/Eugene_Patilio_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,2,Dec-07,2007
116828,Floyd Baker (Earth-616),\/Floyd_Baker_(Earth-616),,Neutral Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,2,Jun-07,2007
101644,Heka-Nut (Earth-616),\/Heka-Nut_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Aug-07,2007
692191,Henry Pym (Onslaught Reborn) (Earth-616),\/Henry_Pym_(Onslaught_Reborn)_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,Mar-07,2007
286204,Hercules (CSA) (Earth-616),\/Hercules_(CSA)_(Earth-616),Known to Authorities Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Feb-07,2007
52927,Herman Zemo (Earth-616),\/Herman_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Jun-07,2007
90210,Karanda (Earth-616),\/Karanda_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,2,Feb-07,2007
558083,Kurani (Earth-616),\/Kurani_(Earth-616),Public Identity,,Red Eyes,No Hair,,,Living Characters,2,Mar-07,2007
84959,Lars Hanson (Earth-616),\/Lars_Hanson_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,2,Nov-07,2007
484106,Lindsay (Earth-616),\/Lindsay_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Aug-07,2007
480840,Lord Byson (Earth-616),\/Lord_Byson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,Sep-07,2007
74661,Lucy Cervantes (Earth-616),\/Lucy_Cervantes_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,2,Oct-07,2007
666127,Megan Hoyden (Earth-616),\/Megan_Hoyden_(Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Female Characters,,Deceased Characters,2,Jun-07,2007
631749,Miss Diaz (Earth-616),\/Miss_Diaz_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Feb-07,2007
